led;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65506.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
81.9;63769.0;64907.4;64109.4;62290.2;63648.6;64305.0;63708.8;64650.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
163.8;62265.2;64190.4;61833.0;58034.0;58272.0;60790.0;60291.6;64201.2;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
245.70000000000002;58755.0;62527.0;59538.0;53833.4;56637.0;59716.2;58509.2;62655.4;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
327.6;56279.8;62058.6;58185.4;51360.6;50134.0;55464.0;54414.0;61314.6;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
409.5;53825.0;60185.0;55012.4;45616.0;46152.8;54423.8;52691.8;60404.2;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
491.40000000000003;51434.2;59729.8;53688.4;42406.4;42171.0;50219.0;48700.8;59052.2;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
573.3000000000001;48991.0;57906.0;50585.0;37638.0;40650.6;49234.8;46459.2;58145.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
655.2;48065.6;57470.2;48865.8;34579.6;34525.0;45187.0;43139.0;56807.6;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
737.1;44286.0;55696.0;46271.4;30005.8;33043.8;43724.6;40958.2;55920.4;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
819.0;43386.0;55060.0;44586.6;27158.6;27132.0;40292.0;37709.2;54607.2;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
