time;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;30684.0;26291.0;22102.0;4704.0;5544.0;4568.0;4219.0;29502.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
1.032294511795044;30608.0;26305.0;22236.0;3913.0;5604.0;4608.0;4320.0;29971.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
2.0636649131774902;30798.0;27408.0;22244.0;4806.0;5833.0;4569.0;4289.0;30208.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
3.0949785709381104;30788.0;26390.0;21856.0;4902.0;5532.0;4606.0;4249.0;29739.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
4.127516269683838;30531.0;26598.0;23172.0;3924.0;5996.0;4577.0;4262.0;29478.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
5.1587464809417725;30721.0;27308.0;22110.0;4811.0;5763.0;4580.0;4336.0;29574.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
6.194877624511719;30326.0;27324.0;22449.0;4944.0;6334.0;4539.0;4352.0;30265.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
7.227076768875122;30377.0;27361.0;22438.0;5006.0;6380.0;4630.0;4292.0;30249.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
8.258628845214844;31345.0;26942.0;22633.0;4832.0;5278.0;4577.0;4236.0;30121.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
9.290029048919678;30384.0;26800.0;22620.0;4792.0;6129.0;4622.0;4331.0;30364.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
10.321561336517334;31172.0;27691.0;22222.0;4585.0;6248.0;4576.0;4283.0;30180.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
11.358349084854126;31302.0;27438.0;23534.0;4401.0;5872.0;4609.0;4331.0;30184.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
12.389756679534912;31070.0;27196.0;22508.0;4380.0;5112.0;4612.0;4251.0;30556.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
13.420959949493408;31384.0;27756.0;22902.0;4468.0;6318.0;4601.0;4324.0;30371.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
14.453223943710327;30913.0;27440.0;23065.0;4944.0;6476.0;4675.0;4280.0;30345.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
15.484947919845581;30641.0;27835.0;23224.0;4854.0;6228.0;4643.0;4307.0;30163.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
16.518905878067017;30875.0;27560.0;22619.0;4931.0;6406.0;4625.0;4278.0;30587.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
17.58765983581543;31577.0;27675.0;22976.0;4942.0;6673.0;4657.0;4289.0;31052.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
18.618870973587036;31270.0;27510.0;23435.0;5019.0;5339.0;4633.0;4342.0;30401.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
19.6502742767334;31388.0;27761.0;22662.0;4873.0;5979.0;4611.0;4393.0;30217.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
20.68408966064453;31745.0;28068.0;23003.0;5092.0;6464.0;4612.0;4348.0;30540.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
21.812166452407837;31115.0;27464.0;23161.0;5024.0;5339.0;4603.0;4267.0;30390.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
22.844006776809692;30867.0;26859.0;22646.0;4952.0;5588.0;4622.0;4280.0;31006.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
23.878527402877808;30331.0;27894.0;23865.0;5081.0;5912.0;4651.0;4249.0;30619.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
24.91140341758728;31817.0;27374.0;23468.0;4929.0;6667.0;4643.0;4392.0;30697.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
25.943286895751953;31241.0;27948.0;23310.0;5003.0;6908.0;4657.0;4388.0;30299.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
26.974557876586914;30987.0;27881.0;23443.0;5116.0;5747.0;4646.0;4328.0;30456.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
28.006800413131714;30878.0;27604.0;23404.0;5092.0;5953.0;4654.0;4352.0;31040.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
29.038191080093384;31825.0;28092.0;23113.0;4932.0;5651.0;4691.0;4379.0;30604.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
30.06963539123535;31822.0;27995.0;23662.0;4979.0;5872.0;4668.0;4408.0;30833.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
31.10083317756653;31609.0;27753.0;22913.0;5116.0;6494.0;4635.0;4398.0;30710.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
32.13621163368225;31681.0;27323.0;22512.0;5043.0;6654.0;4691.0;4360.0;30657.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
33.167542934417725;31192.0;27894.0;23523.0;5004.0;5520.0;4654.0;4353.0;30872.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
34.199146032333374;31595.0;27876.0;23449.0;5184.0;5371.0;4632.0;4400.0;31057.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
35.231637716293335;31883.0;28353.0;23438.0;4985.0;5868.0;4731.0;4411.0;30808.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
36.26340198516846;31436.0;28220.0;23539.0;5094.0;7366.0;4710.0;4292.0;31011.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
37.297566413879395;31710.0;28152.0;23916.0;5041.0;6865.0;4675.0;4276.0;30636.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
38.32895016670227;31388.0;28062.0;23320.0;5148.0;6568.0;4665.0;4316.0;31008.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
39.3613600730896;31158.0;28380.0;23734.0;5128.0;6652.0;4736.0;4420.0;31017.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
40.39273142814636;31528.0;28337.0;23377.0;5089.0;6867.0;4640.0;4283.0;31364.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
41.4242045879364;31900.0;28275.0;23884.0;5088.0;6688.0;4697.0;4296.0;31049.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
42.45999574661255;31494.0;27854.0;24148.0;4953.0;6000.0;4680.0;4449.0;30912.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
43.49213194847107;31657.0;28243.0;22992.0;5046.0;6312.0;4700.0;4321.0;31436.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
44.55443000793457;32225.0;28686.0;23587.0;5091.0;6910.0;4723.0;4334.0;30368.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
45.58688497543335;32036.0;28524.0;23492.0;5057.0;7126.0;4681.0;4420.0;31246.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
46.61824178695679;31830.0;28643.0;24030.0;5080.0;6305.0;4742.0;4328.0;31390.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
47.65192151069641;31633.0;28540.0;23392.0;5233.0;6515.0;4716.0;4344.0;31028.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
48.6839873790741;31750.0;28025.0;23705.0;5016.0;7068.0;4724.0;4427.0;30996.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
49.71551012992859;32267.0;28744.0;23500.0;5019.0;7139.0;4707.0;4486.0;30812.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
50.746835470199585;31771.0;28734.0;23420.0;5129.0;6473.0;4712.0;4417.0;31459.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
51.778181076049805;32059.0;28612.0;23673.0;5036.0;7385.0;4732.0;4443.0;31155.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
