led;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;1898.2;2060.0;2052.6;2045.8;2196.6;2048.6;1868.4;2035.4;4077.2;4077.6;4076.6;4076.2;4076.6;4076.0;4077.2;4077.4
82.0;1899.6;2060.4;2052.8;2045.8;2195.4;2047.4;1868.8;2035.6;4076.4;4077.2;4076.2;4077.2;4077.2;4076.8;4076.8;4076.6
164.0;1899.8;2059.4;2053.0;2045.2;2195.8;2048.0;1869.6;2035.2;4076.8;4076.8;4076.8;4077.2;4077.2;4077.0;4076.6;4076.8
246.0;1902.0;2060.4;2053.0;2044.8;2195.6;2048.2;1871.0;2034.8;4077.2;4077.2;4077.4;4077.6;4077.2;4077.4;4076.8;4077.8
328.0;1902.8;2059.6;2053.4;2045.6;2196.8;2047.8;1872.6;2034.8;4077.2;4077.6;4076.8;4077.8;4077.2;4077.2;4076.0;4076.6
410.0;1906.4;2060.4;2053.0;2046.0;2195.0;2048.0;1874.0;2034.2;4076.8;4077.0;4077.4;4076.6;4076.6;4076.8;4075.4;4077.2
491.0;1907.6;2061.8;2053.6;2046.4;2195.4;2048.6;1875.2;2035.6;4077.2;4077.4;4077.2;4076.4;4077.6;4077.0;4076.8;4077.4
573.0;1909.0;2061.2;2054.0;2045.4;2195.6;2049.6;1878.4;2035.4;4076.4;4077.0;4076.4;4077.2;4076.4;4077.2;4077.0;4077.0
655.0;1911.8;2062.4;2053.8;2045.8;2196.2;2049.2;1880.4;2036.8;4076.6;4076.8;4076.2;4076.4;4076.6;4077.2;4076.8;4076.6
737.0;1913.2;2061.8;2054.2;2046.2;2197.6;2049.2;1883.6;2035.8;4076.8;4077.2;4076.6;4077.8;4077.4;4076.8;4076.4;4077.4
819.0;1915.0;2061.2;2055.0;2046.2;2199.0;2049.4;1885.2;2036.4;4077.2;4076.6;4075.6;4076.8;4076.4;4075.8;4077.0;4076.6
901.0;1917.0;2060.8;2055.0;2046.8;2199.2;2049.8;1887.2;2036.4;4076.6;4076.0;4076.2;4076.2;4077.4;4077.6;4077.4;4076.8
983.0;1918.4;2062.4;2056.0;2046.2;2199.2;2050.0;1889.2;2036.0;4077.0;4077.4;4075.0;4077.8;4076.2;4076.4;4076.2;4076.8
1065.0;1920.8;2062.8;2056.4;2046.6;2197.4;2050.6;1891.4;2036.6;4076.6;4077.2;4076.4;4077.0;4077.4;4078.0;4077.0;4077.6
1147.0;1922.0;2062.8;2056.2;2046.6;2199.8;2050.6;1892.2;2037.2;4076.4;4077.0;4077.2;4076.4;4076.4;4077.4;4076.0;4076.6
1228.0;1923.2;2062.8;2057.0;2046.2;2200.0;2050.8;1893.2;2036.8;4076.6;4077.6;4076.0;4076.8;4076.2;4077.6;4076.2;4076.8
1310.0;1925.0;2063.8;2058.0;2048.4;2200.4;2050.6;1895.4;2037.6;4077.0;4077.2;4077.2;4076.6;4076.6;4076.8;4077.2;4077.0
1392.0;1926.0;2063.0;2058.2;2047.6;2199.4;2050.8;1896.8;2037.6;4076.8;4077.8;4075.4;4077.2;4077.2;4077.2;4076.0;4076.8
1474.0;1927.8;2063.4;2057.6;2048.0;2199.6;2051.4;1900.0;2039.2;4076.8;4076.2;4076.6;4076.2;4076.4;4077.4;4076.6;4076.6
1556.0;1929.2;2064.6;2059.8;2048.6;2202.0;2052.0;1901.4;2039.4;4077.8;4078.2;4077.4;4077.2;4077.8;4077.2;4076.6;4077.0
1638.0;1929.0;2064.6;2059.0;2048.6;2200.8;2052.0;1902.0;2040.6;4077.8;4078.0;4076.2;4077.2;4076.0;4077.2;4077.4;4077.6
1720.0;1930.6;2064.6;2060.2;2049.4;2201.0;2052.4;1903.6;2039.2;4077.4;4077.6;4077.0;4076.2;4077.4;4077.8;4077.0;4076.6
1802.0;1932.2;2064.8;2059.2;2048.6;2201.6;2053.0;1904.8;2039.2;4077.0;4075.6;4076.2;4077.4;4076.6;4077.6;4076.2;4077.2
1884.0;1932.8;2065.0;2060.2;2049.4;2201.4;2053.2;1906.4;2039.2;4076.8;4076.4;4076.8;4077.4;4076.0;4077.6;4076.8;4077.2
1966.0;1934.0;2065.0;2060.8;2049.2;2202.6;2053.0;1905.6;2039.2;4077.0;4077.2;4077.0;4077.8;4076.6;4077.6;4077.2;4076.8
2048.0;1933.8;2065.0;2061.4;2049.4;2203.6;2054.0;1908.4;2040.4;4076.6;4078.0;4077.2;4077.0;4076.8;4077.2;4076.6;4077.8
2129.0;1936.4;2066.2;2061.8;2050.2;2203.2;2053.6;1909.0;2040.6;4076.6;4077.0;4076.4;4076.2;4075.6;4077.8;4077.0;4077.2
2211.0;1935.6;2066.4;2061.0;2051.4;2203.0;2052.8;1910.0;2040.4;4077.2;4077.8;4076.2;4077.2;4076.4;4077.2;4076.2;4076.6
2293.0;1937.2;2067.0;2062.6;2051.2;2206.6;2053.0;1910.8;2040.8;4077.6;4077.0;4076.2;4077.4;4076.8;4077.0;4076.6;4077.0
2375.0;1936.6;2067.2;2062.4;2051.6;2205.8;2053.8;1910.4;2041.8;4076.8;4076.8;4076.8;4077.6;4077.6;4077.8;4077.0;4076.4
2457.0;1938.4;2067.4;2062.4;2051.4;2205.8;2054.4;1911.6;2042.4;4076.4;4077.2;4077.0;4077.6;4075.6;4077.4;4078.0;4076.6
2539.0;1938.4;2067.6;2063.4;2051.8;2205.4;2055.4;1912.4;2042.2;4077.6;4077.8;4076.8;4077.6;4076.4;4077.4;4077.0;4077.4
2621.0;1938.2;2068.0;2063.4;2051.4;2204.2;2055.6;1912.0;2042.6;4077.0;4076.4;4075.8;4077.8;4077.2;4077.6;4076.4;4076.2
2703.0;1937.8;2068.0;2063.2;2051.0;2203.0;2055.4;1911.6;2042.8;4076.2;4077.2;4077.2;4076.8;4076.4;4077.0;4076.4;4076.8
