led;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;2043.6;2035.6;2024.6;2032.8;2028.4;2036.8;2033.4;2046.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
409.5;2044.6;2036.0;2024.6;2032.2;2029.4;2037.0;2033.8;2047.2;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
819.0;2044.6;2037.0;2026.0;2033.8;2029.8;2038.8;2034.0;2047.8;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
1228.5;2045.0;2037.4;2026.4;2033.0;2029.0;2038.4;2035.6;2047.6;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
1638.0;2045.8;2038.6;2026.6;2033.8;2030.4;2039.2;2035.6;2049.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
2047.5;2047.0;2039.4;2028.0;2034.8;2030.6;2040.4;2036.4;2049.6;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
2457.0;2046.8;2039.6;2027.8;2036.0;2031.8;2040.8;2037.4;2049.4;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
2866.5;2048.4;2040.4;2028.8;2036.0;2032.6;2040.8;2037.2;2050.2;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
3276.0;2048.4;2041.0;2028.6;2036.4;2032.6;2041.4;2038.0;2050.8;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
3685.5;2048.8;2041.0;2029.4;2036.6;2033.4;2041.6;2037.4;2050.6;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
4095.0;2049.6;2041.6;2030.0;2037.0;2033.8;2042.8;2038.4;2051.4;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0;4095.0
