timestamp;time(s);SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
1681729681.3238623;0.0;27633;3787;62572;64292;38132;25889;57267;3598;65515;65514;65514;65513;65514;65514;65514;65514
1681729684.4655375;3.1416752338409424;27633;3787;64385;65045;38132;25889;57267;3598;65515;65512;65512;65513;65514;65514;65514;65514
1681729696.5358136;15.21195125579834;54117;33709;64434;65047;56182;48397;64343;29057;65509;65508;65510;65512;65511;65509;65510;65509
1681729708.6090844;27.285222053527832;54007;32506;64644;65102;55836;46905;64325;27949;65506;65508;65510;65510;65510;65511;65510;65509
1681729720.6987681;39.374905824661255;53812;30969;64660;65096;55716;46359;64296;27050;65509;65510;65513;65512;65509;65509;65512;65510
1681729732.7700884;51.44622611999512;53774;30411;64730;65105;55477;45479;64230;24732;65512;65509;65510;65512;65511;65511;65514;65511
1681729744.8428357;63.5189733505249;53736;29737;64725;65101;55523;45391;64239;24896;65513;65510;65513;65513;65509;65510;65510;65510
1681729756.917523;75.59366059303284;53641;29265;64714;65089;55470;45023;64204;23604;65511;65509;65510;65511;65511;65511;65510;65511
1681729768.9884694;87.66460704803467;53606;28894;64640;65061;55392;44724;64196;23153;65511;65511;65512;65513;65511;65510;65511;65510
1681729781.061505;99.73764276504517;53365;28550;64557;65027;55366;44626;64164;22263;65509;65510;65510;65513;65511;65509;65511;65511
1681729793.1301372;111.80627489089966;53362;28192;64418;64974;54798;42872;64161;21969;65509;65511;65513;65513;65512;65514;65512;65511
1681729805.197567;123.87370467185974;53324;27684;64449;64972;54680;42477;64141;21774;65511;65513;65513;65514;65511;65511;65509;65511
1681729817.2708683;135.94700598716736;53257;27570;64411;64958;54560;42114;64122;21589;65512;65511;65512;65512;65511;65509;65511;65509
1681729829.3591826;148.03532028198242;53185;27318;64402;64963;54507;41710;64106;21523;65511;65509;65511;65512;65512;65512;65511;65512
1681729841.4577103;160.13384795188904;53186;27236;64418;64967;54405;41338;64094;21398;65508;65511;65513;65512;65512;65510;65511;65511
1681729853.5295663;172.20570397377014;53101;27079;64413;64915;54457;41516;64085;21373;65510;65510;65513;65513;65512;65512;65512;65512
1681729865.6003106;184.2764482498169;53168;26901;64473;64958;54451;41441;64084;21422;65511;65512;65512;65512;65512;65511;65511;65510
1681729877.671396;196.34753370285034;53150;26909;64437;64956;54379;41112;64073;21397;65511;65509;65514;65512;65512;65510;65514;65513
1681729889.7434418;208.4195795059204;53123;26745;64475;64979;54369;41028;64066;21444;65512;65512;65512;65512;65511;65512;65512;65511
1681729901.8244395;220.50057721138;53156;26591;64482;65025;54459;41044;64065;21579;65512;65513;65514;65514;65511;65513;65514;65511
1681729913.8905926;232.566730260849;53197;26503;64664;65035;54457;41081;64064;21669;65511;65512;65511;65513;65511;65511;65511;65511
1681729925.9620786;244.63821625709534;53113;26599;64622;65035;54430;40947;64054;21613;65512;65513;65514;65511;65512;65512;65512;65513
1681729938.0330956;256.7092332839966;53170;26462;64690;65044;54383;40836;64051;21591;65510;65512;65511;65511;65511;65510;65511;65512
1681729950.1062615;268.78239917755127;53146;26421;64663;65053;54383;40447;64047;21564;65510;65511;65510;65513;65509;65512;65512;65511
1681729962.177552;280.85368967056274;53138;26582;64628;65033;54274;40438;64043;21552;65512;65512;65511;65513;65511;65512;65511;65510
1681729974.251117;292.92725467681885;53148;26501;64694;65057;54325;40656;64034;21522;65511;65513;65514;65513;65512;65512;65514;65511
1681729986.354642;305.03077960014343;53151;26461;64633;65028;54315;40633;64033;21525;65511;65508;65513;65513;65512;65512;65512;65512
1681729998.4257264;317.10186409950256;53159;26355;64636;65035;54275;40521;64028;21494;65513;65512;65513;65513;65511;65512;65515;65515
1681730010.4990005;329.17513823509216;53103;26532;64620;65020;54226;40407;64023;21477;65512;65511;65513;65513;65510;65512;65509;65513
1681730022.571956;341.2480936050415;53088;26400;64595;65012;54249;40496;64024;21471;65512;65510;65512;65513;65513;65512;65511;65513
1681730034.6428509;353.31898856163025;53104;26334;64564;64991;54241;40564;64011;21451;65513;65511;65513;65511;65511;65511;65511;65512
1681730046.7139468;365.3900845050812;53086;26461;64559;64987;54174;40303;64002;21445;65512;65511;65513;65515;65512;65509;65513;65511
1681730058.7863882;377.462525844574;53062;26444;64551;65022;54251;40544;64005;21447;65513;65513;65514;65512;65513;65512;65514;65512
1681730070.8578415;389.533979177475;53043;26460;64659;65056;54386;41034;64001;21456;65511;65513;65512;65512;65512;65510;65512;65511
1681730082.9293;401.6054377555847;53022;26539;64660;65065;54170;40255;64001;21432;65511;65513;65514;65513;65511;65511;65514;65512
1681730094.9974859;413.67362356185913;53125;26421;64585;65004;54272;40728;63988;21426;65511;65511;65513;65513;65511;65511;65513;65510
1681730107.0703378;425.74647545814514;53154;26577;64673;65065;54259;40640;63994;21404;65511;65512;65511;65510;65511;65511;65512;65511
1681730119.1415737;437.817711353302;53015;26544;64647;65013;54341;41026;63990;21403;65512;65511;65513;65510;65511;65510;65512;65512
1681730131.2133563;449.88949394226074;52987;26421;64546;65014;54346;41182;63981;21405;65511;65511;65510;65511;65512;65512;65511;65509
1681730143.2841766;461.96031427383423;53007;26560;64739;65061;54370;41456;63983;21417;65512;65511;65513;65514;65509;65510;65512;65512
1681730155.358694;474.03483176231384;52979;26532;64553;64988;54425;41478;63985;21413;65511;65511;65514;65513;65513;65513;65512;65509
1681730167.4389544;486.1150920391083;52958;26580;64647;65035;54391;41555;63971;21404;65512;65514;65513;65513;65512;65511;65511;65512
1681730179.512224;498.1883616447449;52956;26527;64609;65009;54247;40967;63976;21400;65513;65511;65513;65512;65513;65513;65513;65510
1681730191.585533;510.261670589447;52992;26452;64573;64997;54317;41183;63980;21379;65510;65511;65510;65512;65512;65510;65512;65512
1681730203.6534712;522.3296089172363;53002;26673;64475;65003;54432;41598;63970;21365;65511;65512;65513;65513;65511;65511;65512;65513
1681730215.724492;534.4006297588348;52968;26471;64464;64925;54434;41685;63963;21356;65512;65514;65513;65513;65510;65510;65510;65511
