1680803103.2685351,stir,"stiri,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,_!","stire,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,end"
1680803104.2737157,temp,"tempi,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,_!","tempe,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,end"
1680803104.277563,temp,"tempi,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,_!","tempb,4095,4095,2045,2046,4095,4095,2047,3470,4095,4095,2055,2061,4095,4095,2057,2066,end"
1680803105.2806442,od_led,"od_ledi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_!","od_lede,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,end"
1680803106.286314,od_135,"od_135i,1000,_!","od_135b,65511,65511,64971,65511,65508,65510,65415,65482,65513,65510,65513,65417,65511,65513,65501,65511,end"
1680803107.2919626,pump,"pumpi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_!","pumpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,end"
