led;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
410.0;46775.2;49791.8;28135.0;58294.8;39531.6;28941.2;26090.0;25934.8;65502.4;65503.2;65506.2;62060.0;65503.8;65502.2;65495.0;65497.8
819.0;28733.4;34321.2;22903.0;50168.2;25468.0;24200.8;21401.4;21334.0;65492.0;65501.0;65493.2;61363.8;65489.2;65508.0;65492.6;65488.8
1228.0;23199.6;23002.8;18516.0;42336.8;20632.8;19484.0;17407.0;17225.8;65497.0;65507.6;65487.0;60593.8;65496.2;65502.0;65498.0;65494.0
1638.0;18558.4;18479.8;14550.6;34896.8;16286.6;15393.8;13489.6;13411.0;65492.0;65496.0;65502.0;59822.0;65493.4;65495.0;65497.8;65489.6
2048.0;14312.8;14283.4;10949.2;27957.6;12275.4;11466.2;10026.8;10085.6;65490.0;65498.8;65492.6;59308.0;65491.4;65493.0;65501.6;65501.0
2457.0;10365.0;10398.6;7992.2;20884.4;9192.0;8605.0;7057.2;7077.4;65493.6;65494.0;65504.2;58762.4;65497.2;65505.0;65499.4;65497.8
2866.0;7265.8;7472.2;5230.6;14299.8;6169.8;5581.8;5101.6;4993.4;65491.2;65501.0;65506.0;58045.6;65497.8;65503.6;65498.2;65506.4
3276.0;4745.8;4962.8;3573.0;9147.2;4094.6;3798.6;3383.6;3311.2;65504.2;65493.2;65500.4;57597.4;65495.0;65497.8;65493.8;65495.8
3686.0;3209.6;3459.0;2525.0;5765.0;2874.4;2655.6;2396.0;2378.6;65502.2;65494.6;65496.2;57383.0;65497.8;65507.0;65497.8;65501.6
4095.0;2654.6;2887.0;2135.0;3990.6;2484.6;2247.6;2044.0;2031.2;65489.8;65506.4;65502.2;57590.2;65500.0;65498.6;65496.6;65501.6
