led;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
410.0;46632.6;49796.6;28463.4;58108.4;39524.2;28816.2;25833.4;25719.2;65496.8;65500.0;65502.6;62398.2;65492.4;65497.8;65495.2;65500.6
819.0;28497.8;34452.2;23256.2;49969.8;25086.2;23952.4;21483.0;21382.8;65499.2;65506.4;65503.4;61587.8;65492.4;65494.2;65501.0;65496.6
1228.0;22898.4;22946.0;18978.4;42024.6;20573.6;19281.8;17466.4;17074.2;65492.2;65494.0;65495.8;61166.6;65486.2;65490.8;65496.6;65501.6
1638.0;18323.0;18419.4;14895.2;34395.6;16141.6;15290.8;13535.2;13432.2;65498.4;65493.2;65501.4;60391.2;65493.4;65493.4;65498.0;65503.0
2048.0;13998.4;14193.8;11249.4;27005.6;12206.6;11358.0;10283.4;10131.4;65495.0;65500.0;65498.8;59411.0;65493.4;65505.8;65507.0;65495.6
2457.0;10292.0;10422.4;8066.4;20092.0;8866.2;8423.6;7466.4;7117.6;65496.2;65502.6;65493.4;58969.6;65495.2;65504.8;65493.0;65498.2
2866.0;7182.4;7549.0;5290.6;13544.4;6072.8;5591.6;5080.2;5022.6;65503.8;65499.4;65498.8;59286.2;65496.2;65500.4;65495.6;65487.8
3276.0;4738.8;5040.0;3616.4;8705.4;4108.8;3715.0;3324.4;3268.8;65499.2;65504.0;65498.4;58654.4;65493.0;65501.0;65503.8;65511.2
3686.0;3192.2;3421.6;2563.2;5497.2;2880.4;2643.4;2414.0;2377.8;65508.2;65504.0;65499.6;58326.6;65500.0;65507.0;65510.6;65509.0
4095.0;2658.4;2892.0;2157.0;3900.0;2471.6;2247.8;2064.8;2028.6;65505.2;65506.4;65497.4;57862.6;65503.0;65495.2;65502.0;65494.6
