timestamp;module;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
1681472990.253061;stire;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
1681472991.2694914;tempe;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048
1681472991.2694914;tempb;1987;1908;1990;1986;2080;1897;1973;1896;4076;4076;4078;4078;4077;4079;4077;4078
1681472992.325341;od_lede;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1681472993.3420665;od_135e;1000
1681472993.3420665;od_135b;65513;65513;3800;57125;65515;65514;20020;35111;65514;65513;64502;62792;65512;65513;3942;28252
