led;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;65520.0;65520.0;65520.0;65519.2;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
409.5;27857.8;43791.0;30732.0;32182.0;26131.0;35726.6;28325.0;34299.8;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
819.0;22702.0;25127.2;25386.2;23347.8;21354.0;24044.0;23282.2;24270.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
1228.5;18148.8;20656.2;20292.4;18931.8;17039.2;19621.2;18614.2;19832.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
1638.0;14217.6;16435.2;16414.0;15000.0;13398.0;15467.0;14966.0;15737.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
2047.5;10514.8;12675.4;12099.6;11489.0;9968.2;11897.2;11103.0;12095.8;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
2457.0;7599.0;9543.2;8963.2;8547.2;7227.0;8905.0;8164.8;8961.6;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
2866.5;5157.4;6706.6;6088.6;5973.6;4963.8;6203.2;5728.0;6244.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
3276.0;3349.6;4577.6;4094.4;4142.4;3296.6;4271.8;3977.2;4262.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
3685.5;2399.0;3412.2;2970.0;3082.4;2412.4;3164.0;2989.2;3136.2;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
4095.0;2008.8;3009.0;2532.4;2725.2;2031.2;2796.8;2585.4;2754.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
