led;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;65484.2;65487.8;65492.8;65489.0;65493.6;65486.6;65484.2;65491.0;65487.8;65485.0;65494.4;65496.2;65490.4;65491.8;65486.4;65487.6
40.95;64467.0;61234.6;62740.8;65226.2;63579.6;62797.4;61312.0;58227.6;65490.4;65486.0;65494.2;65483.8;65487.0;65491.8;65484.8;65487.0
81.9;62569.2;54521.6;58394.6;64480.4;60454.4;58391.2;54843.2;47311.6;65483.8;65481.2;65481.6;65482.2;65491.0;65487.2;65493.6;65492.6
122.85000000000001;60640.0;47778.4;53777.6;63667.4;57371.6;53954.4;48503.6;36545.4;65497.6;65490.8;65497.8;65483.4;65495.2;65493.8;65486.2;65497.2
163.8;58641.6;41480.4;49810.0;62806.0;54288.8;49785.8;42167.2;28426.4;65494.2;65488.0;65488.8;65486.6;65486.6;65497.4;65491.2;65490.0
204.75;56658.6;35142.0;45103.6;61935.2;51213.8;45445.4;36292.2;27777.6;65480.4;65487.6;65489.0;65494.2;65488.6;65488.4;65484.4;65490.8
245.70000000000002;54748.6;30548.0;41113.0;61018.2;48085.6;41340.8;30072.2;26931.0;65481.4;65491.2;65486.0;65191.6;65481.8;65481.0;65485.0;65494.4
286.65000000000003;52709.6;30230.0;36673.0;60179.4;44987.8;37508.8;27413.6;26952.8;65481.0;65482.4;65486.6;64996.8;65489.6;65486.2;65484.8;65486.6
327.6;50794.8;29486.6;32782.6;59280.4;42397.6;34063.6;27240.8;26306.6;65480.4;65482.4;65485.8;64345.2;65482.2;65487.2;65483.6;65489.4
368.55;49010.2;29318.0;29253.8;58418.0;39355.0;31754.2;26740.4;25927.0;65484.6;65477.2;65486.6;62820.4;65492.0;65486.2;65478.4;65485.4
409.5;46924.0;28408.0;28105.2;57441.6;36234.8;29116.8;25817.2;25275.4;65494.6;65490.2;65494.6;62737.8;65490.8;65489.4;65484.2;65494.6
450.45000000000005;44870.0;27695.8;27634.8;56520.6;33317.2;28280.8;25371.0;24787.0;65480.8;65485.4;65478.8;62817.2;65472.8;65482.2;65476.2;65478.0
491.40000000000003;43207.4;27461.8;27352.4;55702.0;30784.0;27847.2;25350.2;24473.0;65489.2;65484.0;65484.4;62717.2;65484.4;65491.2;65484.4;65486.4
532.35;41164.4;26872.0;26665.8;54797.2;28811.0;27326.0;24455.8;24055.8;65489.0;65492.0;65491.2;62766.0;65489.6;65479.8;65488.8;65493.0
573.3000000000001;39242.6;26444.2;25952.0;53858.8;28009.6;26775.0;24025.6;23410.4;65480.4;65479.0;65486.4;62630.8;65481.2;65482.0;65478.4;65481.4
614.25;37550.8;26228.6;25970.6;53030.8;27998.0;26805.0;24059.0;23303.4;65481.6;65486.2;65489.2;62500.0;65480.2;65482.8;65488.0;65483.8
655.2;35366.2;25654.2;25021.4;52099.0;26990.4;26087.0;23192.4;22730.0;65477.8;65490.0;65478.6;62180.0;65489.2;65489.8;65482.8;65485.8
696.1500000000001;33948.4;24828.0;24938.6;51150.2;26817.6;25386.8;22721.4;22000.4;65491.8;65490.8;65484.4;62470.4;65494.8;65491.4;65494.0;65486.0
737.1;31598.2;24759.8;24059.8;50438.0;25947.2;25340.8;22238.2;21959.2;65485.0;65485.4;65489.8;62348.6;65480.2;65475.4;65475.0;65486.2
778.0500000000001;30328.4;24195.6;23677.2;49445.8;25786.0;24483.8;22069.6;21269.4;65487.2;65486.4;65481.2;62371.2;65474.6;65478.8;65479.0;65485.4
819.0;28873.6;23658.6;23427.6;48570.6;25194.8;24083.6;21525.0;20805.2;65486.2;65483.2;65491.4;62394.4;65485.4;65490.0;65482.4;65484.8
859.95;28162.2;22976.0;23043.8;47730.6;24884.2;23574.2;21118.8;20241.4;65488.0;65473.6;65476.2;61905.8;65477.8;65480.6;65486.6;65483.8
900.9000000000001;27587.8;22806.8;22625.0;47010.6;24280.0;23165.2;20760.2;20048.2;65473.4;65480.0;65474.8;62390.8;65480.4;65483.4;65487.2;65487.0
941.85;26961.8;22422.0;21915.8;46036.6;23886.6;22849.0;20345.6;19763.2;65488.2;65488.4;65480.6;62050.8;65480.0;65478.8;65484.4;65486.6
982.8000000000001;26486.4;21703.6;21537.0;45145.4;23441.2;22333.2;19801.8;19275.2;65483.0;65486.4;65479.6;61899.2;65482.8;65484.2;65479.4;65485.2
1023.7500000000001;25846.8;21351.6;20923.2;44092.0;22860.0;21868.2;19305.0;18676.8;65481.6;65484.0;65487.0;61685.4;65480.2;65487.8;65479.4;65481.6
1064.7;25514.8;20921.4;20509.2;43250.0;22313.4;21309.6;18830.6;18252.0;65487.4;65482.4;65483.2;61803.4;65484.8;65489.6;65484.8;65486.8
1105.65;24459.0;20980.4;19930.8;42763.6;21559.2;21542.8;18302.8;18519.2;65484.6;65482.8;65477.8;61508.6;65476.6;65478.4;65486.2;65476.4
1146.6000000000001;24394.8;19867.4;19736.6;41738.4;21360.8;20344.2;18040.8;17591.8;65488.6;65488.8;65477.6;62022.0;65474.8;65479.6;65478.4;65484.2
1187.5500000000002;23737.2;19680.8;19032.4;40712.0;20777.6;20100.4;17494.8;17099.2;65486.0;65482.8;65484.4;61680.8;65481.0;65488.6;65483.0;65490.6
1228.5;23314.4;19306.4;18689.0;39971.8;20418.4;19590.0;17284.0;16947.6;65479.2;65482.8;65485.6;61660.6;65476.6;65477.0;65474.6;65477.2
1269.45;22866.2;18610.2;18384.4;39262.0;19978.4;19197.2;16816.2;16424.4;65474.6;65478.2;65486.8;61439.8;65475.2;65474.4;65478.0;65484.2
1310.4;22509.6;18115.4;18016.6;38396.6;19706.6;18494.0;16707.8;15844.8;65483.2;65486.4;65483.0;61278.8;65486.6;65485.0;65483.6;65487.2
1351.3500000000001;21843.4;17715.4;17522.4;37398.4;19042.8;18361.6;15977.6;15614.6;65480.4;65481.4;65474.2;61073.2;65479.0;65482.2;65481.8;65489.2
1392.3000000000002;21408.4;17446.2;17201.4;36743.0;18725.4;18168.0;15777.8;15241.6;65481.8;65478.0;65480.6;61025.8;65480.8;65481.2;65487.4;65483.2
1433.25;21072.0;16949.8;16813.4;35931.6;18329.4;17648.6;15373.0;14767.6;65473.2;65479.8;65496.4;61026.0;65488.8;65483.8;65484.2;65486.0
1474.2;20672.6;16300.8;16481.2;34994.4;17949.6;16827.0;15076.6;14213.2;65484.4;65479.8;65482.6;60820.2;65481.0;65488.6;65481.2;65478.0
1515.15;20085.8;16027.2;15855.0;34268.4;17348.6;16520.6;14551.0;13991.0;65475.4;65490.6;65482.8;60761.8;65489.8;65484.6;65494.2;65490.8
1556.1000000000001;19530.8;15846.6;15558.2;33455.4;17019.8;16352.8;14241.4;13725.2;65486.8;65489.8;65487.6;60528.6;65487.6;65489.4;65482.2;65481.2
1597.0500000000002;19009.8;15214.0;15084.2;32613.2;16501.8;15987.2;13771.8;13300.6;65477.2;65488.4;65490.2;60464.2;65480.8;65476.6;65478.2;65482.2
1638.0;18813.6;14800.8;14846.4;31959.2;16198.0;15370.2;13613.2;12887.8;65483.8;65487.2;65494.8;60238.4;65481.8;65482.8;65482.8;65484.0
1678.95;18295.6;14193.0;14334.8;31112.8;15708.8;14757.4;13173.0;12429.8;65487.0;65481.0;65488.8;60391.2;65481.2;65488.2;65473.6;65484.0
1719.9;17768.0;14183.2;13890.8;30207.0;15307.2;14790.4;12654.2;12262.2;65484.6;65484.0;65486.2;60291.4;65486.8;65496.4;65487.0;65488.8
1760.8500000000001;17306.0;13637.0;13632.2;29453.2;14961.4;14243.0;12320.4;11891.0;65480.6;65483.6;65492.0;60240.8;65484.6;65483.0;65484.4;65487.4
1801.8000000000002;16861.6;13373.4;13182.0;28646.2;14571.8;13992.6;12014.2;11651.0;65485.6;65483.0;65486.0;60098.6;65479.4;65479.6;65483.6;65485.4
1842.7500000000002;16355.8;13044.8;12920.4;27854.8;14287.6;13433.6;11853.4;11262.8;65478.4;65482.4;65490.2;60298.2;65485.0;65485.0;65479.0;65488.8
1883.7;16064.0;12391.4;12739.4;27163.8;13781.0;13098.0;11503.8;10905.8;65483.4;65493.4;65479.6;60444.6;65486.8;65482.2;65483.2;65489.8
1924.65;15666.8;12088.6;12374.4;26342.8;13547.6;12539.2;11283.4;10446.2;65487.0;65486.2;65486.0;60130.6;65484.2;65490.0;65479.0;65482.4
1965.6000000000001;15034.8;11754.0;11593.6;25515.6;12824.6;12143.2;10578.4;10103.4;65489.4;65483.2;65494.0;60324.4;65486.2;65489.4;65480.2;65484.0
2006.5500000000002;14881.6;11345.4;11555.8;24749.4;12836.6;11804.8;10581.0;9733.0;65482.6;65488.6;65488.0;60300.8;65478.4;65485.0;65485.6;65484.4
2047.5000000000002;14346.0;11337.8;11086.0;24112.4;12291.4;11752.8;10145.4;9709.4;65481.6;65476.0;65480.2;60292.8;65487.4;65485.4;65487.2;65481.8
2088.4500000000003;13703.4;10710.0;10468.4;23117.0;11695.2;11268.2;9559.0;9267.0;65490.2;65489.6;65486.2;59818.8;65478.4;65489.8;65482.2;65489.6
2129.4;13622.6;10089.8;10349.2;22488.8;11532.6;10664.0;9458.2;8719.0;65484.8;65492.8;65485.4;59854.0;65479.0;65490.6;65478.2;65490.0
2170.3500000000004;13247.2;10137.4;10214.2;21838.2;11293.0;10671.2;9263.8;8710.2;65485.8;65486.4;65481.2;60063.8;65478.4;65480.6;65484.0;65483.8
2211.3;12463.6;9756.6;9501.2;20916.2;10626.2;10174.0;8633.2;8354.8;65482.6;65484.2;65485.0;60033.6;65490.8;65487.0;65478.4;65484.4
2252.25;12602.8;9348.6;9804.2;20315.8;10831.2;9820.6;8845.4;7973.2;65476.4;65489.0;65492.8;60023.8;65486.0;65486.2;65490.4;65479.0
2293.2000000000003;12071.6;9315.4;9247.6;19579.2;10258.0;9892.4;8524.4;8043.8;65484.6;65491.8;65486.4;59778.6;65487.6;65490.4;65490.2;65497.0
2334.15;11152.0;9080.0;8666.4;18857.8;9501.4;9504.2;7766.4;7817.4;65486.0;65482.0;65492.4;59693.0;65475.8;65483.0;65487.8;65499.4
2375.1000000000004;11163.2;8825.8;8691.2;18180.4;9557.2;9269.4;7892.2;7548.4;65487.2;65477.8;65493.4;59586.6;65492.0;65488.6;65485.6;65482.8
