timestamp;time(s);SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
1681472993.3420665;0.0;28252;3942;62792;64502;35111;20020;57125;3800;65513;65512;65513;65514;65514;65515;65513;65513
1681472996.4270728;3.0850062370300293;65514;65512;62792;64502;35111;20020;57125;3800;65513;65512;65513;65514;65514;65515;65515;65514
1681473008.5680308;15.225964307785034;65513;65511;65458;65513;65505;65465;65513;65260;65513;65515;65514;65513;65512;65513;65514;65514
1681473020.6332803;27.291213750839233;65513;65513;65453;65513;65507;65466;65513;65257;65513;65513;65514;65513;65512;65512;65512;65515
1681473032.704665;39.36259841918945;65512;65511;65454;65513;65505;65469;65514;65255;65514;65514;65514;65515;65514;65515;65513;65513
1681473044.7774544;51.43538784980774;65513;65511;65465;65514;65507;65464;65514;65257;65515;65516;65514;65514;65515;65514;65514;65514
1681473056.8476825;63.50561594963074;65514;65512;65458;65514;65507;65468;65513;65261;65514;65513;65512;65515;65515;65512;65513;65515
1681473069.0265238;75.6844573020935;65514;65512;65452;65514;65504;65468;65514;65263;65515;65513;65513;65513;65513;65514;65514;65514
1681473081.1031206;87.76105403900146;65514;65513;65456;65514;65500;65465;65513;65256;65513;65514;65515;65514;65512;65513;65511;65514
1681473093.1691663;99.82709980010986;65515;65511;65456;65514;65506;65470;65514;65258;65513;65514;65515;65514;65513;65514;65515;65515
1681473105.2396631;111.89759659767151;65514;65513;65459;65515;65506;65469;65514;65258;65515;65514;65516;65515;65515;65515;65515;65515
1681473117.310958;123.96889138221741;65515;65514;65455;65515;65507;65467;65514;65260;65514;65514;65513;65515;65514;65514;65513;65512
1681473129.3798764;136.0378098487854;65514;65512;65459;65515;65506;65467;65515;65258;65515;65513;65515;65514;65514;65514;65515;65515
1681473141.449405;148.10733842849731;65514;65511;65454;65514;65507;65473;65513;65258;65513;65515;65513;65514;65513;65515;65514;65514
1681473153.5235484;160.18148183822632;65514;65513;65454;65513;65504;65468;65515;65256;65515;65514;65514;65513;65513;65514;65513;65513
1681473165.5957084;172.25364184379578;65514;65512;65456;65515;65506;65464;65514;65260;65514;65512;65514;65513;65513;65513;65515;65514
1681473177.666324;184.32425737380981;65514;65512;65458;65515;65511;65466;65515;65260;65512;65514;65514;65515;65514;65513;65513;65514
1681473189.736901;196.39483451843262;65513;65512;65460;65515;65507;65464;65513;65255;65515;65515;65514;65514;65515;65513;65515;65514
1681473201.8071332;208.46506667137146;65514;65513;65453;65514;65508;65470;65513;65253;65514;65514;65515;65514;65515;65514;65514;65514
1681473213.8834062;220.541339635849;65513;65511;65458;65513;65507;65467;65512;65260;65515;65514;65514;65511;65514;65513;65515;65513
1681473225.9534905;232.6114239692688;65514;65512;65456;65515;65505;65467;65514;65258;65515;65514;65515;65515;65514;65514;65515;65516
1681473238.0274944;244.68542790412903;65513;65513;65453;65514;65508;65469;65514;65258;65513;65513;65514;65515;65515;65515;65515;65515
1681473250.0981185;256.7560520172119;65514;65512;65453;65515;65506;65466;65514;65256;65514;65513;65515;65515;65514;65513;65513;65514
1681473262.1695466;268.82748007774353;65514;65512;65456;65514;65507;65467;65514;65255;65514;65514;65513;65514;65513;65512;65514;65515
1681473274.2397528;280.89768624305725;65513;65510;65455;65513;65507;65472;65514;65259;65514;65512;65514;65514;65517;65515;65514;65514
1681473286.310587;292.9685204029083;65513;65511;65457;65515;65506;65468;65513;65254;65514;65515;65516;65515;65514;65514;65514;65514
1681473298.3879824;305.0459158420563;65514;65511;65454;65514;65507;65471;65515;65259;65514;65515;65514;65514;65515;65514;65515;65515
1681473310.4574988;317.11543226242065;65515;65513;65456;65514;65506;65470;65514;65256;65513;65513;65513;65514;65515;65515;65515;65514
1681473322.5258172;329.18375062942505;65512;65511;65455;65515;65505;65470;65513;65257;65512;65513;65513;65513;65514;65514;65514;65514
1681473334.5963001;341.2542335987091;65515;65514;65459;65515;65508;65469;65513;65251;65516;65515;65513;65513;65514;65514;65514;65512
1681473346.6645815;353.32251501083374;65514;65512;65457;65513;65508;65471;65513;65253;65515;65514;65514;65514;65512;65513;65514;65514
