time;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;3336.0;7776.0;3340.0;2756.0;2662.0;3188.0;2868.0;3716.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
1.0305204391479492;2257.0;6702.0;3992.0;2768.0;2523.0;3457.0;2870.0;3644.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
2.0605461597442627;3457.0;7908.0;4508.0;2673.0;2798.0;3361.0;2916.0;4625.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
3.090243339538574;2752.0;7609.0;3652.0;2708.0;2670.0;3593.0;2870.0;4624.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
4.120904207229614;2808.0;7329.0;3771.0;2563.0;2417.0;3516.0;2852.0;4432.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
5.150588512420654;2708.0;4596.0;4278.0;2673.0;2768.0;3566.0;2915.0;3980.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
6.180290699005127;3099.0;5811.0;3635.0;2758.0;2526.0;3424.0;3044.0;4155.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
7.212463617324829;3614.0;8224.0;4078.0;2555.0;2542.0;3380.0;2934.0;3774.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
8.243284463882446;2312.0;4091.0;4723.0;2659.0;2180.0;3464.0;3044.0;8257.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
9.272993564605713;2864.0;4574.0;3715.0;2731.0;2864.0;3374.0;2744.0;3852.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
10.30283260345459;3662.0;5014.0;3872.0;2656.0;2585.0;3600.0;2958.0;3465.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
11.333052635192871;3291.0;4272.0;3940.0;2811.0;2347.0;3588.0;2731.0;4214.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
12.36769413948059;2958.0;9203.0;3976.0;2633.0;2297.0;3390.0;2928.0;3409.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
13.402895450592041;2579.0;5220.0;4430.0;2708.0;1960.0;3443.0;2918.0;3497.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
14.474851846694946;2910.0;3704.0;3763.0;2627.0;2566.0;3292.0;2793.0;3289.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
15.562787055969238;2780.0;4035.0;5064.0;2662.0;3004.0;3344.0;2774.0;4014.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
16.636776208877563;3305.0;8172.0;4336.0;2294.0;2934.0;3195.0;2841.0;3537.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
17.672395944595337;3414.0;7155.0;6939.0;2504.0;2552.0;3484.0;2752.0;3417.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
18.705617904663086;2947.0;5305.0;4302.0;2808.0;2361.0;3161.0;2700.0;3585.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
19.736391305923462;2969.0;8568.0;4481.0;2364.0;2900.0;3110.0;2974.0;3984.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
20.76909351348877;3726.0;5361.0;3793.0;2555.0;2587.0;3278.0;2896.0;3409.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
21.844930410385132;2894.0;4302.0;4240.0;2692.0;2204.0;2995.0;2731.0;3542.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
22.925116300582886;2680.0;5041.0;3758.0;2812.0;2382.0;3174.0;2960.0;2828.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
23.986836194992065;3126.0;4812.0;4267.0;2752.0;2432.0;3057.0;2792.0;3372.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
25.034059524536133;3403.0;4598.0;4676.0;2569.0;2646.0;3120.0;2636.0;3334.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
26.150350093841553;2596.0;6756.0;5737.0;2841.0;2468.0;3180.0;2870.0;3374.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
27.20614504814148;3267.0;4864.0;4145.0;2582.0;2766.0;3155.0;2817.0;3182.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
28.282464742660522;3126.0;4180.0;4510.0;2723.0;2108.0;3081.0;2811.0;2910.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
29.448569297790527;2948.0;5752.0;3217.0;2662.0;2099.0;3140.0;2755.0;3574.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
30.478363752365112;2822.0;7571.0;3494.0;2592.0;2569.0;3236.0;2523.0;3244.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
31.508277416229248;2534.0;3678.0;3979.0;2830.0;2737.0;2707.0;2812.0;3164.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
32.704336643218994;3120.0;3628.0;4099.0;2851.0;2768.0;3097.0;2827.0;2950.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
33.73885941505432;3219.0;5699.0;4027.0;2921.0;2809.0;3088.0;2902.0;2883.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
34.812422037124634;2961.0;5156.0;3905.0;2814.0;2134.0;3403.0;2670.0;3324.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
35.948479890823364;3428.0;4171.0;4211.0;2590.0;2500.0;3380.0;2625.0;3102.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
36.98060917854309;2942.0;3624.0;4193.0;2659.0;2432.0;3048.0;2870.0;3212.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
38.01099944114685;2984.0;3590.0;3113.0;2787.0;2460.0;3139.0;3000.0;3156.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
39.13890480995178;2531.0;4323.0;4273.0;2633.0;2598.0;3204.0;2804.0;3136.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
40.168583154678345;3152.0;5057.0;3688.0;2704.0;2355.0;3500.0;2512.0;2849.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
41.19836473464966;2953.0;4564.0;3363.0;2494.0;2825.0;3344.0;2742.0;2992.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
42.228931188583374;2958.0;3508.0;3748.0;2617.0;2534.0;3203.0;2710.0;3235.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
43.25876307487488;3248.0;3948.0;3025.0;2716.0;2219.0;3024.0;2704.0;3272.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
44.292842388153076;2868.0;3691.0;3654.0;2776.0;2881.0;2996.0;2588.0;3308.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
45.32278323173523;3004.0;5406.0;3851.0;2769.0;2195.0;3179.0;2716.0;3152.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
46.352787494659424;3059.0;3872.0;3273.0;2568.0;2660.0;2958.0;2686.0;3040.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
47.38239002227783;2731.0;3768.0;3230.0;2579.0;2363.0;3020.0;2688.0;2953.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
