1681406854.28857,stire,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1681406855.3090403,tempe,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
1681406855.3090403,tempb,4078,4078,4078,4078,4079,4079,4079,4080,4077,4079,4078,4077,4078,4078,4077,4079
1681406856.366921,od_lede,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560
1681406857.3959937,od_135e,1000
1681406857.3959937,od_135b,65505,65505,65509,65508,65507,65507,65506,65506,65506,65508,65507,65507,65507,65506,65508,65508
1681406858.4406607,pumpe,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10
1681406871.807728,stire,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
1681406872.8277578,tempe,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1681406872.8277578,tempb,4078,4078,4078,4078,4079,4080,4079,4078,4079,4077,4076,4079,4079,4079,4077,4079
1681406886.1525362,stire,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1681406887.1725101,tempe,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1681406887.1725101,tempb,4079,4077,4077,4077,4079,4079,4078,4078,4079,4078,4078,4078,4078,4078,4078,4078
1681406888.3667085,pumpe,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11
1681406901.8147354,stire,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
1681406902.834727,tempe,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
1681406902.834727,tempb,4077,4078,4077,4080,4079,4079,4078,4078,4079,4079,4079,4079,4078,4079,4078,4077
