led;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;2126.0;2119.6;2126.6;2118.0;2112.2;2114.4;2110.8;2109.0;4075.4;4076.2;4074.8;4075.6;4076.0;4075.8;4076.2;4075.8
81.9;2126.4;2118.0;2126.0;2119.0;2112.6;2115.0;2111.4;2109.4;4075.6;4075.6;4075.6;4076.4;4075.6;4076.6;4075.0;4076.4
163.8;2127.4;2119.2;2126.2;2117.2;2113.0;2115.4;2110.8;2110.0;4075.8;4076.2;4075.8;4076.2;4076.6;4076.4;4076.4;4075.8
245.70000000000002;2125.8;2118.8;2127.2;2118.4;2112.8;2115.8;2111.0;2109.6;4077.0;4076.4;4076.0;4076.4;4076.0;4077.0;4076.2;4075.6
327.6;2125.6;2118.8;2126.8;2118.2;2113.8;2114.8;2111.4;2109.8;4076.0;4076.0;4076.4;4076.8;4076.4;4075.6;4076.2;4075.8
409.5;2127.2;2118.6;2126.8;2118.6;2113.6;2115.4;2111.4;2109.4;4077.0;4076.4;4075.6;4076.8;4076.4;4076.2;4076.0;4075.6
491.40000000000003;2126.4;2118.8;2126.2;2118.2;2112.8;2114.2;2110.8;2109.4;4075.2;4076.6;4076.6;4077.0;4076.0;4075.6;4076.2;4075.8
573.3000000000001;2125.8;2118.2;2126.0;2118.2;2112.4;2113.8;2110.8;2108.0;4076.0;4077.0;4075.2;4076.2;4075.8;4077.4;4075.6;4076.8
655.2;2125.8;2118.6;2125.6;2117.8;2112.8;2115.0;2111.0;2109.0;4076.4;4077.0;4075.2;4075.8;4076.2;4076.0;4074.8;4075.8
737.1;2125.4;2118.6;2125.6;2117.2;2113.0;2114.8;2110.4;2108.8;4075.4;4076.2;4075.4;4076.0;4075.2;4075.6;4075.2;4076.2
819.0;2125.8;2119.0;2125.8;2118.0;2112.6;2114.0;2110.6;2108.8;4076.4;4076.2;4076.0;4076.0;4076.2;4075.6;4076.4;4076.2
900.9000000000001;2125.4;2118.0;2125.8;2117.6;2111.6;2114.6;2110.0;2109.0;4075.8;4076.0;4075.2;4077.0;4076.0;4076.2;4075.8;4076.2
982.8000000000001;2126.2;2117.8;2125.4;2117.2;2111.6;2113.6;2110.8;2108.6;4076.2;4077.0;4076.0;4076.2;4075.6;4077.2;4075.2;4075.6
1064.7;2125.6;2117.4;2125.4;2117.0;2111.4;2114.0;2110.0;2108.0;4075.0;4076.0;4076.2;4076.2;4076.2;4076.2;4075.4;4076.6
1146.6000000000001;2124.6;2119.0;2125.2;2117.6;2111.2;2113.6;2109.6;2108.8;4075.2;4076.2;4075.2;4076.4;4075.4;4076.6;4075.8;4075.8
