SS1x;SS1y;SS2x;SS2y;SS3x;SS3y;SS4x;SS4y;SS5x;SS5y;SS6x;SS6y;SS7x;SS7y;SS8x;SS8y;SS9x;SS9y;SS10x;SS10y;SS11x;SS11y;SS12x;SS12y;SS13x;SS13y;SS14x;SS14y;SS15x;SS15y;SS16x;SS16y
0.0;52352.0;0.0;52307.2;0.0;52226.4;0.0;52401.6;0.0;52312.4;0.0;52210.0;0.0;52400.0;0.0;50814.4;0.0;52399.2;0.0;52402.4;0.0;52402.2;0.0;52400.6;0.0;52400.4;0.0;52399.6;0.0;52399.8;0.0;52402.4
41.0;65261.6;41.0;65384.8;41.0;65281.0;41.0;65501.0;41.0;65367.2;41.0;65241.4;41.0;65482.4;41.0;61537.4;41.0;65504.6;41.0;65503.0;41.0;65502.0;41.0;65502.2;41.0;65500.6;41.0;65500.6;41.0;65498.8;41.0;65501.2
82.0;64993.2;82.0;59223.4;82.0;65231.0;82.0;65432.0;82.0;65371.2;82.0;65273.2;82.0;65456.0;82.0;58343.8;82.0;65501.2;82.0;65503.0;82.0;65500.0;82.0;65499.0;82.0;65500.0;82.0;65500.8;82.0;65499.8;82.0;65500.0
123.0;64611.2;123.0;54939.2;123.0;65186.2;123.0;65354.0;123.0;65352.0;123.0;65262.4;123.0;65453.2;123.0;53703.6;123.0;65500.0;123.0;65500.6;123.0;65503.0;123.0;65503.0;123.0;65499.4;123.0;65501.8;123.0;65500.6;123.0;65498.8
164.0;64222.0;164.0;50430.4;164.0;65151.0;164.0;65310.8;164.0;65333.0;164.0;65248.0;164.0;65445.6;164.0;49111.8;164.0;65498.8;164.0;65498.4;164.0;65502.0;164.0;65501.0;164.0;65497.4;164.0;65500.6;164.0;65501.2;164.0;65499.6
205.0;63903.2;205.0;46043.0;205.0;65044.2;205.0;65228.8;205.0;65279.0;205.0;65145.0;205.0;65430.8;205.0;45482.4;205.0;65499.2;205.0;65498.6;205.0;65502.0;205.0;65504.0;205.0;65499.0;205.0;65499.0;205.0;65502.2;205.0;65500.4
246.0;63500.6;246.0;42616.2;246.0;64972.2;246.0;65095.0;246.0;65290.0;246.0;65145.0;246.0;65422.4;246.0;41139.2;246.0;65497.0;246.0;65497.2;246.0;65501.2;246.0;65500.0;246.0;65499.0;246.0;65499.0;246.0;65500.6;246.0;65497.6
287.0;63103.4;287.0;38434.2;287.0;64905.6;287.0;65050.4;287.0;65284.4;287.0;65137.0;287.0;65408.0;287.0;36923.2;287.0;65496.2;287.0;65498.4;287.0;65501.0;287.0;65501.4;287.0;65500.0;287.0;65499.0;287.0;65499.6;287.0;65497.0
328.0;62781.2;328.0;34362.4;328.0;64877.8;328.0;65018.4;328.0;65260.6;328.0;65126.6;328.0;65389.0;328.0;33640.0;328.0;65497.6;328.0;65499.2;328.0;65502.2;328.0;65501.2;328.0;65502.0;328.0;65501.0;328.0;65501.8;328.0;65497.2
369.0;62376.6;369.0;31504.8;369.0;64845.0;369.0;64971.6;369.0;65235.8;369.0;65124.8;369.0;65348.0;369.0;29649.0;369.0;65498.6;369.0;65498.0;369.0;65501.8;369.0;65502.2;369.0;65502.0;369.0;65499.0;369.0;65501.0;369.0;65498.0
410.0;61997.8;410.0;29589.0;410.0;64807.6;410.0;64960.4;410.0;65227.4;410.0;65114.6;410.0;65300.0;410.0;26457.0;410.0;65500.2;410.0;65498.4;410.0;65499.8;410.0;65502.4;410.0;65502.8;410.0;65499.0;410.0;65499.0;410.0;65498.0
450.0;61657.0;450.0;28967.4;450.0;64821.0;450.0;64976.8;450.0;65219.0;450.0;65107.8;450.0;65254.4;450.0;25598.0;450.0;65497.2;450.0;65499.2;450.0;65499.8;450.0;65500.2;450.0;65501.4;450.0;65497.4;450.0;65502.0;450.0;65498.0
491.0;61268.0;491.0;28577.0;491.0;64821.0;491.0;64950.8;491.0;65212.6;491.0;65102.0;491.0;65195.8;491.0;25226.0;491.0;65498.2;491.0;65499.2;491.0;65501.8;491.0;65500.2;491.0;65501.0;491.0;65498.6;491.0;65501.0;491.0;65498.0
532.0;60870.0;532.0;28097.0;532.0;64791.8;532.0;64905.4;532.0;65202.2;532.0;65097.6;532.0;65071.2;532.0;24773.8;532.0;65499.0;532.0;65496.4;532.0;65503.0;532.0;65502.4;532.0;65501.0;532.0;65499.6;532.0;65503.4;532.0;65501.0
573.0;60463.0;573.0;27608.0;573.0;64712.2;573.0;64884.8;573.0;65182.2;573.0;65090.4;573.0;64996.8;573.0;23988.0;573.0;65500.0;573.0;65498.0;573.0;65503.0;573.0;65500.6;573.0;65498.6;573.0;65498.2;573.0;65504.0;573.0;65497.8
614.0;60143.8;614.0;27124.0;614.0;64669.0;614.0;64871.6;614.0;65168.0;614.0;65081.6;614.0;64921.0;614.0;23557.8;614.0;65497.0;614.0;65498.0;614.0;65502.4;614.0;65497.8;614.0;65498.6;614.0;65499.4;614.0;65500.0;614.0;65497.0
655.0;59750.4;655.0;26756.8;655.0;64783.0;655.0;64854.0;655.0;65159.6;655.0;65079.4;655.0;64840.0;655.0;23138.0;655.0;65499.0;655.0;65497.0;655.0;65500.4;655.0;65501.6;655.0;65501.4;655.0;65500.6;655.0;65500.2;655.0;65499.4
696.0;59039.2;696.0;26285.0;696.0;64672.0;696.0;64858.0;696.0;65147.8;696.0;65075.6;696.0;64769.6;696.0;22715.8;696.0;65499.0;696.0;65499.0;696.0;65502.0;696.0;65503.2;696.0;65502.0;696.0;65497.2;696.0;65501.6;696.0;65500.0
737.0;58646.4;737.0;25430.8;737.0;64714.0;737.0;64802.0;737.0;65136.0;737.0;65068.8;737.0;64677.0;737.0;22386.2;737.0;65499.8;737.0;65499.0;737.0;65497.0;737.0;65500.0;737.0;65501.4;737.0;65496.2;737.0;65502.0;737.0;65500.6
778.0;58259.6;778.0;24965.0;778.0;64605.2;778.0;64766.0;778.0;65124.0;778.0;65063.8;778.0;64580.4;778.0;21979.6;778.0;65498.4;778.0;65498.2;778.0;65502.0;778.0;65503.0;778.0;65499.0;778.0;65500.4;778.0;65501.6;778.0;65499.8
819.0;57875.6;819.0;24494.2;819.0;64594.0;819.0;64750.0;819.0;65107.0;819.0;65063.0;819.0;64503.6;819.0;21559.4;819.0;65499.2;819.0;65495.6;819.0;65500.0;819.0;65502.0;819.0;65499.0;819.0;65498.4;819.0;65501.4;819.0;65500.2
860.0;57569.2;860.0;24027.0;860.0;64690.0;860.0;64738.8;860.0;65112.0;860.0;65053.0;860.0;64412.6;860.0;21225.4;860.0;65499.4;860.0;65498.0;860.0;65499.2;860.0;65500.0;860.0;65499.0;860.0;65499.4;860.0;65501.2;860.0;65501.2
901.0;57189.6;901.0;23656.6;901.0;64619.4;901.0;64491.4;901.0;64949.0;901.0;64716.0;901.0;64306.6;901.0;20812.4;901.0;65499.6;901.0;65498.8;901.0;65501.4;901.0;65502.4;901.0;65500.0;901.0;65497.0;901.0;65500.2;901.0;65500.4
942.0;56810.0;942.0;23195.8;942.0;64571.4;942.0;64439.0;942.0;64997.8;942.0;65047.0;942.0;64225.0;942.0;20401.8;942.0;65499.6;942.0;65499.2;942.0;65502.8;942.0;65502.2;942.0;65500.0;942.0;65498.0;942.0;65500.6;942.0;65499.6
983.0;56505.4;983.0;22742.4;983.0;64465.2;983.0;64491.8;983.0;64998.0;983.0;65043.0;983.0;64111.0;983.0;20081.0;983.0;65499.4;983.0;65500.4;983.0;65503.0;983.0;65502.8;983.0;65499.0;983.0;65503.0;983.0;65499.8;983.0;65494.8
1024.0;56138.6;1024.0;22379.6;1024.0;64382.8;1024.0;64421.0;1024.0;64966.2;1024.0;65041.2;1024.0;64006.0;1024.0;19696.0;1024.0;65500.0;1024.0;65499.8;1024.0;65503.0;1024.0;65503.6;1024.0;65498.2;1024.0;65500.0;1024.0;65503.0;1024.0;65498.6
1065.0;55774.8;1065.0;21926.0;1065.0;64345.0;1065.0;64332.2;1065.0;64956.0;1065.0;65032.2;1065.0;63900.0;1065.0;19289.0;1065.0;65500.0;1065.0;65498.8;1065.0;65502.4;1065.0;65502.8;1065.0;65498.8;1065.0;65497.6;1065.0;65500.0;1065.0;65501.0
1106.0;55478.0;1106.0;21471.0;1106.0;64270.8;1106.0;64294.6;1106.0;64988.2;1106.0;65027.6;1106.0;63819.2;1106.0;18904.0;1106.0;65499.6;1106.0;65500.4;1106.0;65502.0;1106.0;65503.2;1106.0;65502.2;1106.0;65501.0;1106.0;65505.0;1106.0;65502.0
1147.0;55107.0;1147.0;21123.0;1147.0;64229.0;1147.0;64258.2;1147.0;64957.0;1147.0;65024.2;1147.0;63706.2;1147.0;18581.6;1147.0;65498.0;1147.0;65501.4;1147.0;65500.8;1147.0;65502.8;1147.0;65502.4;1147.0;65502.0;1147.0;65499.0;1147.0;65503.0
1188.0;54742.0;1188.0;20683.0;1188.0;64218.8;1188.0;64208.2;1188.0;64922.2;1188.0;65023.0;1188.0;63494.2;1188.0;18207.4;1188.0;65498.0;1188.0;65499.2;1188.0;65499.8;1188.0;65501.0;1188.0;65499.6;1188.0;65502.0;1188.0;65499.8;1188.0;65497.0
1228.0;54374.0;1228.0;20217.0;1228.0;64137.2;1228.0;64158.8;1228.0;64905.6;1228.0;65017.0;1228.0;63377.4;1228.0;17522.8;1228.0;65497.0;1228.0;65500.0;1228.0;65501.6;1228.0;65501.0;1228.0;65498.6;1228.0;65499.6;1228.0;65502.4;1228.0;65497.8
1269.0;54091.6;1269.0;19828.0;1269.0;64102.0;1269.0;64111.2;1269.0;64873.2;1269.0;65006.0;1269.0;63265.6;1269.0;17141.4;1269.0;65500.0;1269.0;65503.0;1269.0;65503.2;1269.0;65501.2;1269.0;65498.6;1269.0;65499.2;1269.0;65502.2;1269.0;65498.0
1310.0;53743.4;1310.0;19485.6;1310.0;64083.0;1310.0;64084.0;1310.0;64853.0;1310.0;65003.8;1310.0;63158.4;1310.0;16768.2;1310.0;65500.0;1310.0;65498.0;1310.0;65499.8;1310.0;65501.4;1310.0;65499.6;1310.0;65499.2;1310.0;65502.0;1310.0;65501.2
1351.0;53065.2;1351.0;19046.4;1351.0;64079.0;1351.0;64080.0;1351.0;64828.8;1351.0;65004.2;1351.0;63066.8;1351.0;16397.8;1351.0;65496.8;1351.0;65497.0;1351.0;65499.0;1351.0;65499.4;1351.0;65501.6;1351.0;65496.8;1351.0;65502.6;1351.0;65500.2
1392.0;52703.6;1392.0;18278.0;1392.0;64063.0;1392.0;64111.0;1392.0;64917.8;1392.0;65000.6;1392.0;62952.2;1392.0;16105.4;1392.0;65498.4;1392.0;65501.0;1392.0;65503.0;1392.0;65501.0;1392.0;65501.2;1392.0;65497.0;1392.0;65500.6;1392.0;65500.2
1433.0;52353.4;1433.0;17863.2;1433.0;64067.8;1433.0;64002.0;1433.0;64829.0;1433.0;64996.6;1433.0;62845.4;1433.0;15748.8;1433.0;65499.0;1433.0;65500.4;1433.0;65500.0;1433.0;65502.0;1433.0;65501.8;1433.0;65500.0;1433.0;65499.4;1433.0;65499.2
1474.0;52002.4;1474.0;17452.8;1474.0;64004.2;1474.0;63989.2;1474.0;64805.0;1474.0;64987.0;1474.0;62754.0;1474.0;15396.2;1474.0;65500.8;1474.0;65498.4;1474.0;65503.0;1474.0;65501.0;1474.0;65500.4;1474.0;65500.0;1474.0;65500.8;1474.0;65498.0
1515.0;51721.6;1515.0;17046.2;1515.0;63954.4;1515.0;63963.6;1515.0;64796.0;1515.0;64988.0;1515.0;62641.2;1515.0;15115.0;1515.0;65499.6;1515.0;65498.6;1515.0;65501.4;1515.0;65500.0;1515.0;65498.0;1515.0;65498.4;1515.0;65501.2;1515.0;65498.4
1556.0;51379.8;1556.0;16723.4;1556.0;63935.8;1556.0;63938.0;1556.0;65082.0;1556.0;64988.0;1556.0;62536.0;1556.0;14762.8;1556.0;65498.6;1556.0;65500.8;1556.0;65501.8;1556.0;65500.8;1556.0;65501.0;1556.0;65492.0;1556.0;65500.6;1556.0;65501.8
1597.0;51047.8;1597.0;16318.6;1597.0;63904.4;1597.0;63946.8;1597.0;65058.8;1597.0;64970.0;1597.0;62448.0;1597.0;14404.0;1597.0;65498.2;1597.0;65498.4;1597.0;65502.0;1597.0;65501.0;1597.0;65505.0;1597.0;65501.0;1597.0;65503.0;1597.0;65505.0
1638.0;50780.0;1638.0;15919.4;1638.0;63867.0;1638.0;63908.0;1638.0;65027.4;1638.0;64970.8;1638.0;62333.0;1638.0;14124.0;1638.0;65497.8;1638.0;65498.0;1638.0;65503.2;1638.0;65504.2;1638.0;65501.0;1638.0;65499.0;1638.0;65503.2;1638.0;65500.8
