time;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;2200.0;2145.0;2878.0;2425.0;2032.0;2571.0;2868.0;8358.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
1.0310070514678955;2268.0;2136.0;2590.0;2286.0;2364.0;3264.0;2577.0;9467.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
2.0623865127563477;2444.0;1990.0;3432.0;2305.0;2332.0;2988.0;2708.0;11824.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
3.092848062515259;2297.0;2116.0;2932.0;2302.0;2516.0;3240.0;2843.0;13968.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
4.12312388420105;2155.0;2179.0;2936.0;2412.0;2275.0;2889.0;2769.0;7995.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
5.159539222717285;2369.0;1974.0;3316.0;2382.0;2352.0;2936.0;2939.0;15168.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
6.211909770965576;2139.0;2361.0;2518.0;2412.0;2000.0;2918.0;2881.0;10488.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
7.242356538772583;2217.0;2297.0;3190.0;2651.0;2296.0;3102.0;2992.0;5182.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
8.273223161697388;2220.0;2006.0;3288.0;2465.0;2312.0;3305.0;3230.0;11459.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
9.315104246139526;2134.0;2374.0;2835.0;2377.0;2297.0;3030.0;3454.0;12806.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
10.365280628204346;2406.0;2398.0;3094.0;2324.0;2270.0;3107.0;3275.0;13516.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
11.404107093811035;2084.0;2003.0;3366.0;1784.0;2219.0;3030.0;3060.0;16331.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
