time;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
0.0;5430.0;3438.0;3451.0;3380.0;2756.0;3281.0;3006.0;3539.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
1.0346004962921143;9860.0;3729.0;4080.0;3300.0;2408.0;3176.0;2876.0;3864.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
2.064809560775757;3753.0;3691.0;3435.0;3396.0;2793.0;3510.0;2987.0;6627.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
3.0961406230926514;3390.0;3550.0;2387.0;3593.0;2332.0;3348.0;2875.0;3617.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
4.126099348068237;6112.0;3334.0;4401.0;3572.0;2670.0;3142.0;2804.0;4030.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
5.161114454269409;3774.0;3552.0;3040.0;3171.0;3267.0;3206.0;3022.0;3576.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
6.1917808055877686;6182.0;3030.0;2294.0;3484.0;2635.0;3475.0;3118.0;3633.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
7.222882032394409;6744.0;3252.0;3654.0;3078.0;2304.0;3400.0;2892.0;3720.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
8.252681732177734;4041.0;3713.0;3016.0;2825.0;2896.0;3355.0;3091.0;3616.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
9.282562255859375;3465.0;2440.0;3171.0;3166.0;2953.0;3100.0;2894.0;3816.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
10.317211627960205;3937.0;3889.0;3020.0;3056.0;3388.0;3388.0;2948.0;3555.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
11.347500562667847;3640.0;3561.0;3233.0;2633.0;3017.0;3121.0;2811.0;4238.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
12.377425193786621;4304.0;3544.0;3857.0;3233.0;3254.0;3462.0;2936.0;4326.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
13.407568216323853;5012.0;2729.0;5212.0;2576.0;2688.0;3345.0;2918.0;3326.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0;65520.0
