1681408206.0478494,stire,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1681408207.071172,tempe,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
1681408207.071172,tempb,4077,4077,1892,1896,4078,4077,1895,1965,4079,4076,1954,1968,4078,4077,1916,1954
1681408208.1285233,od_lede,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560
1681408209.157965,od_135e,1000
1681408209.157965,od_135b,65500,65503,18051,63019,65501,65504,18372,56660,65503,65504,60847,64452,65498,65502,19897,56614
1681408210.2000186,pumpe,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10,1|10
1681408223.5664988,stire,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
1681408224.58667,tempe,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1681408224.58667,tempb,4077,4079,1868,1870,4076,4076,1872,1945,4077,4077,1936,1956,4078,4077,1897,1932
1681408237.9248407,stire,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1681408238.945802,tempe,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1681408238.945802,tempb,4078,4078,1851,1848,4078,4077,1853,1927,4078,4079,1922,1938,4080,4079,1879,1915
1681408240.1285372,pumpe,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11,10|11
1681408253.464524,stire,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
1681408254.4844842,tempe,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
1681408254.4844842,tempb,4080,4077,1829,1827,4079,4077,1834,1907,4079,4077,1905,1922,4079,4077,1863,1895
