SS1x;SS1y;SS2x;SS2y;SS3x;SS3y;SS4x;SS4y;SS5x;SS5y;SS6x;SS6y;SS7x;SS7y;SS8x;SS8y;SS9x;SS9y;SS10x;SS10y;SS11x;SS11y;SS12x;SS12y;SS13x;SS13y;SS14x;SS14y;SS15x;SS15y;SS16x;SS16y
1843.0;32716.0;1843.0;11890.0;1843.0;12598.6;1843.0;12073.4;1843.0;10054.6;1843.0;10412.6;1843.0;10351.4;1843.0;11347.4;1843.0;65520.0;1843.0;65520.0;1843.0;65520.0;1843.0;65520.0;1843.0;65520.0;1843.0;65520.0;1843.0;65520.0;1843.0;65520.0
1884.0;32691.2;1884.0;11195.0;1884.0;12301.0;1884.0;11730.4;1884.0;9739.4;1884.0;10088.8;1884.0;10023.8;1884.0;11070.2;1884.0;65520.0;1884.0;65520.0;1884.0;65520.0;1884.0;65520.0;1884.0;65520.0;1884.0;65520.0;1884.0;65520.0;1884.0;65520.0
1925.0;32645.8;1925.0;10922.2;1925.0;11936.0;1925.0;11472.0;1925.0;9498.0;1925.0;9762.8;1925.0;9703.8;1925.0;10730.2;1925.0;65520.0;1925.0;65520.0;1925.0;65520.0;1925.0;65520.0;1925.0;65520.0;1925.0;65520.0;1925.0;65520.0;1925.0;65520.0
1966.0;32600.8;1966.0;10578.8;1966.0;11557.0;1966.0;11156.0;1966.0;9189.6;1966.0;9508.4;1966.0;9461.0;1966.0;10400.0;1966.0;65520.0;1966.0;65520.0;1966.0;65520.0;1966.0;65520.0;1966.0;65520.0;1966.0;65520.0;1966.0;65520.0;1966.0;65520.0
2007.0;32548.8;2007.0;10244.4;2007.0;10854.0;2007.0;10826.0;2007.0;8887.6;2007.0;9205.8;2007.0;9164.0;2007.0;10142.8;2007.0;65520.0;2007.0;65520.0;2007.0;65520.0;2007.0;65520.0;2007.0;65520.0;2007.0;65520.0;2007.0;65520.0;2007.0;65520.0
2048.0;32485.2;2048.0;9978.2;2048.0;10574.0;2048.0;10190.0;2048.0;8646.0;2048.0;8904.4;2048.0;8863.6;2048.0;9826.8;2048.0;65520.0;2048.0;65520.0;2048.0;65520.0;2048.0;65520.0;2048.0;65520.0;2048.0;65520.0;2048.0;65520.0;2048.0;65520.0
2088.0;32428.4;2088.0;9665.6;2088.0;10245.6;2088.0;9954.8;2088.0;8356.0;2088.0;8662.0;2088.0;8624.2;2088.0;9507.4;2088.0;65520.0;2088.0;65520.0;2088.0;65520.0;2088.0;65520.0;2088.0;65520.0;2088.0;65520.0;2088.0;65520.0;2088.0;65520.0
2129.0;32381.6;2129.0;9350.4;2129.0;9889.0;2129.0;9640.8;2129.0;8069.0;2129.0;8361.0;2129.0;8329.0;2129.0;9249.6;2129.0;65520.0;2129.0;65520.0;2129.0;65520.0;2129.0;65520.0;2129.0;65520.0;2129.0;65520.0;2129.0;65520.0;2129.0;65520.0
2170.0;32321.0;2170.0;9099.2;2170.0;9625.8;2170.0;9352.2;2170.0;7510.0;2170.0;8073.0;2170.0;8033.6;2170.0;8946.8;2170.0;65520.0;2170.0;65520.0;2170.0;65520.0;2170.0;65520.0;2170.0;65520.0;2170.0;65520.0;2170.0;65520.0;2170.0;65520.0
2211.0;32270.6;2211.0;8794.0;2211.0;9305.2;2211.0;9109.4;2211.0;7301.2;2211.0;7512.0;2211.0;7812.0;2211.0;8642.8;2211.0;65520.0;2211.0;65520.0;2211.0;65520.0;2211.0;65520.0;2211.0;65520.0;2211.0;65520.0;2211.0;65520.0;2211.0;65520.0
