1681906482.0100508,stire,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
1681906483.0306146,tempe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681906483.0306146,tempb,4077,4077,1907,1924,4075,4076,1901,2043,4076,4079,1972,1983,4075,4078,1909,1980
1681906484.0714667,od_lede,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095
1681906485.0993326,od_135e,1000
1681906485.0993326,od_135b,65498,65495,1807,53814,65498,65496,1616,33060,65499,65498,48761,42012,65497,65496,2968,31313
1681906486.1387591,pumpe,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2,1|2
1681923870.1066325,pumpe,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4,3|4
