led;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;SS9;SS10;SS11;SS12;SS13;SS14;SS15;SS16
410.0;46258.0;50300.4;28278.6;58175.2;39856.2;29316.8;25840.2;25581.6;65503.8;65500.4;65502.2;62031.8;65489.2;65495.6;65503.0;65493.0
819.0;28026.0;35148.4;23364.6;50018.2;25439.8;24353.2;21305.6;21347.8;65495.4;65501.2;65497.2;61022.6;65503.0;65497.2;65497.2;65495.6
1228.0;22926.2;23217.6;18735.6;41927.0;20739.0;19787.4;17124.0;17011.0;65504.6;65505.4;65504.8;60250.2;65502.2;65504.8;65507.0;65506.0
1638.0;18183.2;18492.2;14686.0;34242.8;16385.0;16110.8;13405.6;13398.6;65495.4;65497.0;65500.4;57719.8;65493.2;65502.6;65500.2;65501.6
2048.0;13866.4;14259.4;11173.6;27011.4;12524.4;12120.8;9975.2;9914.2;65512.4;65502.6;65508.0;56884.6;65497.8;65510.8;65506.6;65502.6
2457.0;10213.0;10607.6;7832.8;19985.8;9141.6;8644.0;7411.0;7341.0;65497.8;65496.8;65500.6;56297.4;65491.0;65496.2;65485.6;65499.4
2866.0;6941.4;7299.8;5610.8;13747.8;6247.0;5990.6;4876.8;4954.4;65502.8;65499.4;65499.4;55183.2;65489.2;65507.6;65495.8;65497.2
3276.0;4563.8;4929.2;3672.2;8851.0;4164.4;3983.0;3343.6;3277.4;65495.0;65486.8;65497.4;54482.0;65494.6;65491.6;65496.2;65495.6
3686.0;3189.6;3471.8;2533.4;5489.2;2898.2;2725.6;2424.2;2356.4;65503.6;65501.0;65498.8;54293.8;65494.6;65505.8;65496.2;65502.2
4095.0;2633.8;2927.6;2155.0;3916.2;2471.2;2283.8;2067.4;2011.6;65507.0;65501.0;65499.8;54686.0;65500.0;65499.8;65503.6;65497.8
